variable_name,variable_description,variable_source,form_location,variable_coverage,form_scope,variable_datatype
F9_04_TRANSFER_EXEMPT_ORG_X,Did the organization make any transfers to an exempt non-charitable related organization?,PZ,"F990-EZ-PART-06-LINE-49A;
F990-PC-PART-04-LINE-36",2012-2022,PC-501CE,character
F9_05_170C_FORM_1098C_FILED_X,Form 1098-C filed?,PC,F990-PC-PART-05-LINE-07H,2012-2022,PC-501CE,character
F9_05_170C_FORM_8282_REQ_X,Form 8282 property disposed of?,PC,F990-PC-PART-05-LINE-07C,2012-2022,PC-501CE,character
F9_05_170C_FORM_8899_FILED_X,Form 8899 filed?,PC,F990-PC-PART-05-LINE-07G,2012-2022,PC-501CE,character
F9_05_170C_FUNDS_FOR_PREMIUM_X,Funds to pay premiums?,PC,F990-PC-PART-05-LINE-07E,2012-2022,PC-501CE,character
F9_05_170C_NUM_FORM_8282_FILED_X,Number of 8282s filed,PC,F990-PC-PART-05-LINE-07D,2012-2022,PC-501CE,integer
F9_05_170C_PREMIUM_PAID_X,Premiums paid?,PC,F990-PC-PART-05-LINE-07F,2012-2022,PC-501CE,character
F9_05_170C_QUID_PRO_QUO_CONTR_X,Quid pro quo contributions?,PC,F990-PC-PART-05-LINE-07A,2012-2022,PC-501CE,character
F9_05_170C_QUID_PRO_QUO_NOTIFY_X,Quid pro quo disclosure?,PC,F990-PC-PART-05-LINE-07B,2012-2022,PC-501CE,character
F9_05_4947_FORM_990_FILED_1041_X,Filed 990 in lieu of 1041?,PZ,"F990-EZ-PART-05-LINE-43;
F990-PC-PART-05-LINE-12A",2012-2022,PC-501CE,character
F9_05_4947_TAX_EXEMPT_INT_AMT,Indicates section 4947(a)(1) nonexempt charitable trusts filing Form 990 in lieu of Form 1041,PZ,"F990-EZ-PART-05-LINE-43;
F990-PC-PART-05-LINE-12B",2012-2022,PC-501CE,integer
F9_05_501C12_GRO_INCOME_MEMB,Gross income from members,PC,F990-PC-PART-05-LINE-11A,2012-2013; 2020-2022,PC-501CE,integer;integer64
F9_05_501C12_GRO_INCOME_OTH,"Gross income, other sources",PC,F990-PC-PART-05-LINE-11B,2012-2013; 2020-2022,PC-501CE,integer
F9_05_501C29_LIC_HEALTH_PLAN_X,Is the organization licensed to issue qualified health plans in more than one state?,PC,F990-PC-PART-05-LINE-13A,2012-2022,PC-501CE,character
F9_05_501C29_RESERVE_MAINT_AMT,Reserves maintained amount,PC,F990-PC-PART-05-LINE-13C,2012-2022,PC-501CE,integer;numeric
F9_05_501C29_STATE_RESERVE_AMT,State required reserves amount,PC,F990-PC-PART-05-LINE-13B,2012-2022,PC-501CE,numeric;integer
F9_05_501C7_GRO_RCPT_PUB_USE,"501(c)(7) orgs: Gross receipts, included on line 9, for public use of club facilities",PZ,"F990-EZ-PART-05-LINE-39B;
F990-PC-PART-05-LINE-10B",2012-2022,PC-501CE,integer;numeric
F9_05_501C7_INITIATION_FEES,501(c)(7) orgs: Initiation fees and capital contributions included on line 9,PZ,"F990-EZ-PART-05-LINE-39A;
F990-PC-PART-05-LINE-10A",2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_05_COMPLY_BACKUP_WITHHOLD_X,Compliance with backup witholding?,PC,F990-PC-PART-05-LINE-01C,2012-2022,PC-501CE,character
F9_05_DAF_DIST_DONOR_X,DAFs - Distribution to donor?,PC,F990-PC-PART-05-LINE-09B,2012-2022,PC-501CE,character
F9_05_DAF_EXCESS_BIZ_HOLDING_X,Donor advised fund have excess business holdings?,PC,F990-PC-PART-05-LINE-08,2012-2022,PC-501CE,character
F9_05_DAF_TAXABLE_DIST_X,DAFs - Taxable distributions?,PC,F990-PC-PART-05-LINE-09A,2012-2022,PC-501CE,character
F9_05_EMPL_TAX_RETURN_FILED_X,Employment tax returns filed?,PC,F990-PC-PART-05-LINE-02B,2012-2022,PC-501CE,character
F9_05_FRGN_FIN_ACC_X,Foreign financial account?,PZ,"F990-EZ-PART-05-LINE-42B;
F990-PC-PART-05-LINE-04A",2012-2022,PC-501CE,character
F9_05_NONDEDUCT_CONTR_NOTIFY_X,Non-deduct. disclosure?,PC,F990-PC-PART-05-LINE-06B,2012-2022,PC-501CE,character
F9_05_NONDEDUCT_CONTR_X,Non-deductible contributions?,PC,F990-PC-PART-05-LINE-06A,2012-2022,PC-501CE,character
F9_05_NUM_EMPL,Number of employees,PC,F990-PC-PART-05-LINE-02A,2012-2022,PC-501CE,integer
F9_05_NUM_FORM_1096_BOX_3,Number forms transmitted with 1096,PC,F990-PC-PART-05-LINE-01A,2012-2022,PC-501CE,integer
F9_05_NUM_FORM_W2G,Number W-2Gs included in 1a,PC,F990-PC-PART-05-LINE-01B,2012-2022,PC-501CE,integer
F9_05_PTST_FORM_8886T_FILED_X,Form 8886-T filed?,PC,F990-PC-PART-05-LINE-05C,2012-2022,PC-501CE,character
F9_05_PTST_PARTY_NOTIFY_X,Taxable party notification?,PC,F990-PC-PART-05-LINE-05B,2012-2022,PC-501CE,character
F9_05_PTST_X,Prohibited tax shelter transaction?,PZ,"F990-EZ-PART-05-LINE-40E;
F990-PC-PART-05-LINE-05A",2012-2022,PC-501CE,character
F9_05_TANNING_FORM_720_FILED_X,Form 720 filed and taxes paid on indoor tanning services?,PZ,"F990-EZ-PART-05-LINE-44D;
F990-PC-PART-05-LINE-14B",2012-2022,PC-501CE,character
F9_05_TANNING_SVC_PROV_X,Payments received for indoor tanning services?,PZ,"F990-EZ-PART-05-LINE-44C;
F990-PC-PART-05-LINE-14A",2012-2022,PC-501CE,character
F9_05_UBIZ_FORM_990T_FILED_X,Form 990-T filed?,"PZ;
PC","F990-EZ-PART-05-LINE-35B;
F990-PC-PART-05-LINE-03B",2012-2022,PC-501CE,character
F9_05_UBIZ_IMCOME_OVER_LIMIT_X,Unrelated business income?,"PZ;
PC","F990-EZ-PART-05-LINE-35A;
F990-PC-PART-05-LINE-03A",2012-2013; 2020-2022,PC-501CE,character
F9_07_COMP_DTK_COMP_ORG,Reportable compensation from organization (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),PZ,"F990-EZ-PART-04-COL-C;
F990-PC-PART-07-SECTION-A-LINE-01A-COL-D",2012-2019,PC-501CE,numeric
F9_07_COMP_DTK_COMP_ORG_TOT,"Total, column D (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED)",PC,F990-PC-PART-07-SECTION-A-LINE-01D-COL-D,2020-2022,PC-501CE,numeric
F9_07_COMP_DTK_COMP_OTH,Other compensation (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),PZ,"F990-EZ-PART-04-COL-E;
F990-PC-PART-07-SECTION-A-LINE-01A-COL-F",2012-2019,PC-501CE,numeric
F9_07_COMP_DTK_COMP_OTH_TOT,"Total, column F (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED)",PC,F990-PC-PART-07-SECTION-A-LINE-01D-COL-F,2020-2022,PC-501CE,numeric
F9_07_COMP_DTK_COMP_RLTD,Reportable compensation from related organizations (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),PZ,"F990-EZ-PART-04-COL-C;
F990-PC-PART-07-SECTION-A-LINE-01A-COL-E",2012-2019,PC-501CE,numeric
F9_07_COMP_DTK_COMP_RLTD_TOT,"Total, column E (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED)",PC,F990-PC-PART-07-SECTION-A-LINE-01D-COL-E,2020-2022,PC-501CE,numeric;integer
F9_07_COMP_DTK_NUM_GT_100K,Number individuals greater than $100K (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),PC,F990-PC-PART-07-SECTION-A-LINE-02,2012-2022,PC-501CE,integer
F9_07_COMP_KONTR_NUM_GT_100K,Total number of independent contractors who received 100K+ from org,PZ,"F990-EZ-PART-06-LINE-51D;
F990-PC-PART-07-SECTION-B-LINE-02",2012-2022,PC-501CE,integer
F9_08_REV_CONTR_TOT,Total contributions,PC,F990-PC-PART-08-LINE-01H-COL-A,2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_08_REV_MISC_BIZCODE,Other Revenue Misc - Business code,PC,F990-PC-PART-08-LINE-11-ABC-COL-BIZCODE,2012-2022,PC-501CE,numeric;integer
F9_08_REV_MISC_OTH_EXCL,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08-LINE-11D-COL-D,2012-2019,PC-501CE,integer;numeric
F9_08_REV_MISC_OTH_RLTD,Related or exempt function revenue,PC,F990-PC-PART-08-LINE-11D-COL-B,2012-2019,PC-501CE,numeric
F9_08_REV_MISC_OTH_TOT,Miscellaneous Revenue - Total revenue,PC,F990-PC-PART-08-LINE-11D-COL-A,2012-2022,PC-501CE,numeric
F9_08_REV_MISC_OTH_UBIZ,Unrelated business revenue,PC,F990-PC-PART-08-LINE-11D-COL-C,2012-2019,PC-501CE,numeric;integer
F9_08_REV_MISC_TOT,Other Revenue Misc - Total revenue,PC,F990-PC-PART-08-LINE-11-ABC-COL-A,2020-2022,PC-501CE,numeric;integer
F9_08_REV_MISC_TOT_TOT,Other revenue - current year,PZ,"F990-EZ-PART-01-LINE-08;
F990-PC-PART-08-LINE-11E-COL-A",2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_FUNDR_DIRECT_EXP,Direct expenses,PZ,F990-PC-PART-08-LINE-08B,2012-2022,PC-501CE,integer
F9_08_REV_OTH_FUNDR_EVNT_1,IRS990 - 8a-1,PZ,"F990-EZ-PART-01-LINE-06B-1;
F990-PC-PART-08-LINE-08A-1",2012-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_FUNDR_NET_TOT,Net Income From Fundraising Events - Total revenue,PZ,F990-PC-PART-08-LINE-08C-COL-A,2012-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_GAMING,Gross income from gaming activities,PZ,"F990-EZ-PART-01-LINE-06A;
F990-PC-PART-08-LINE-09A",2012-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_GAMING_DIRECT_EXP,Direct expenses,PZ,F990-PC-PART-08-LINE-09B,2012-2022,PC-501CE,numeric;integer
F9_08_REV_OTH_GAMING_NET_TOT,Net Income From Gaming - Total revenue,PZ,F990-PC-PART-08-LINE-09C-COL-A,2012-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_INVEST_BOND_TOT,Income From Invest Bond Proceeds - Total revenue,PC,F990-PC-PART-08-LINE-04-COL-A,2012-2022,PC-501CE,integer
F9_08_REV_OTH_INVEST_INCOME_TOT,Invest income,PZ,"F990-EZ-PART-01-LINE-04;
F990-PC-PART-08-LINE-03-COL-A",2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_INV_COST_GOODS,Less: cost of goods sold,PZ,"F990-EZ-PART-01-LINE-07B;
F990-PC-PART-08-LINE-10B",2012-2013; 2020-2022,PC-501CE,integer
F9_08_REV_OTH_INV_GRO_SALE,gross sales of inventory,PZ,"F990-EZ-PART-01-LINE-07A;
F990-PC-PART-08-LINE-10A",2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_INV_NET_TOT,Gross profit (or loss) from sales of inventory,PZ,"F990-EZ-PART-01-LINE-07C;
F990-PC-PART-08-LINE-10C-COL-A",2012-2013; 2020-2022,PC-501CE,integer
F9_08_REV_OTH_RENT_GRO_PERS,Gross Rents - Amount,PC,F990-PC-PART-08-LINE-06A-COL-ii,2012-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_RENT_GRO_REAL,Gross Rents - Real amount,PC,F990-PC-PART-08-LINE-06A-COL-i,2012-2022,PC-501CE,numeric;integer
F9_08_REV_OTH_RENT_INCOME_PERS,Rental Income Or Loss - Amount,PC,F990-PC-PART-08-LINE-06C-COL-ii,2012-2022,PC-501CE,integer64;integer
F9_08_REV_OTH_RENT_INCOME_REAL,Rental Income Or Loss - Real amount,PC,F990-PC-PART-08-LINE-06C-COL-i,2012-2022,PC-501CE,numeric;integer
F9_08_REV_OTH_RENT_LESS_EXP_PERS,Less Rental Expenses - Amount,PC,F990-PC-PART-08-LINE-06B-COL-ii,2012-2022,PC-501CE,integer
F9_08_REV_OTH_RENT_LESS_EXP_REAL,Less Rental Expenses - Real amount,PC,F990-PC-PART-08-LINE-06B-COL-i,2012-2022,PC-501CE,integer
F9_08_REV_OTH_RENT_NET_TOT,Net Rental Income Or Loss - Total revenue,PC,F990-PC-PART-08-LINE-06D-COL-A,2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_ROY_TOT,Royalties Revenue - Total revenue,PC,F990-PC-PART-08-LINE-05-COL-A,2012-2022,PC-501CE,numeric;integer
F9_08_REV_OTH_SALE_ASSET_OTH,Gross Amount Sales Assets - Other amount,PZ,F990-PC-PART-08-LINE-07A-COL-ii,2012-2013; 2020-2022,PC-501CE,integer64;integer;numeric
F9_08_REV_OTH_SALE_ASSET_SEC,Securities amount,"PC;
PZ",F990-PC-PART-08-LINE-07A-COL-i,2012-2013; 2020-2022,PC-501CE,integer64;numeric
F9_08_REV_OTH_SALE_GAIN_NET_TOT,Gain or (loss) from sale of assets other than inventory,PZ,"F990-EZ-PART-01-LINE-05C;
F990-PC-PART-08-LINE-07D-COL-A",2012-2022,PC-501CE,integer;integer64;numeric
F9_08_REV_OTH_SALE_GAIN_OTH,Gain Or Loss - Other amount,PC,F990-PC-PART-08-LINE-07C-COL-ii,2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_SALE_GAIN_SEC,Securities amount,PC,F990-PC-PART-08-LINE-07C-COL-i,2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_08_REV_OTH_SALE_LESS_COST_OTH,Less Cost Oth Basis Sales Expenses - Other amount,PZ,F990-PC-PART-08-LINE-07B-COL-ii,2012-2013; 2020-2022,PC-501CE,integer64;integer;numeric
F9_08_REV_OTH_SALE_LESS_COST_SEC,Securities amount,PZ,F990-PC-PART-08-LINE-07B-COL-i,2012-2013; 2020-2022,PC-501CE,integer64;numeric
F9_08_REV_PROG_BIZCODE,Program Service Revenue - Business code,PC,F990-PC-PART-08-LINE-02-ABCDE-COL-BIZCODE,2020-2022,PC-501CE,integer
F9_08_REV_PROG_DESC,Program Service Revenue - Description,PC,F990-PC-PART-08-LINE-02-ABCDE,2012-2019,PC-501CE,numeric
F9_08_REV_PROG_OTH_TOT,Total Oth Program Service Revenue - Total revenue,PC,F990-PC-PART-08-LINE-02F-COL-A,2012-2022,PC-501CE,integer;numeric
F9_08_REV_PROG_TOT,Program Service Revenue - Total revenue,PC,F990-PC-PART-08-LINE-02-ABCDE-COL-A,2012-2022,PC-501CE,integer64;integer
F9_08_REV_PROG_TOT_TOT,Program service revenue total,PC,F990-PC-PART-08-LINE-02G-COL-A,2012-2013; 2020-2022,PC-501CE,integer64;numeric
F9_08_REV_TOT_TOT,Total Revenue - Total revenue,PC,F990-PC-PART-08-LINE-12-COL-A,2012-2013; 2020-2022,PC-501CE,integer64;numeric
F9_09_EXP_AD_PROMO_TOT,Advertising and promotion - total expense,PC,F990-PC-PART-09-LINE-12-COL-A,2012-2022,PC-501CE,numeric;integer
F9_09_EXP_BEN_PAID_MEMB_TOT,Benefits Paid to or for Members - Total Expense,PZ,F990-PC-PART-09-LINE-04-COL-A,2012-2022,PC-501CE,integer64;numeric
F9_09_EXP_COMP_DSQ_PERS_TOT,"Compensation not included above, or to disqualified persons - Total Expense",PC,F990-PC-PART-09-LINE-06-COL-A,2012-2022,PC-501CE,integer;numeric
F9_09_EXP_COMP_DTK_TOT,"Compensation for Current Officers, Directors, Trustees and Key Employees - Total Expense",PC,F990-PC-PART-09-LINE-05-COL-A,2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_09_EXP_CONF_MEETING_TOT,"Conferences, conventions, and meetings- total expense",PC,F990-PC-PART-09-LINE-19-COL-A,2012-2022,PC-501CE,integer;numeric
F9_09_EXP_DEPREC_TOT,"Depreciation, depletion, and amortization",PC,F990-PC-PART-09-LINE-22-COL-A,2012-2022,PC-501CE,integer;numeric
F9_09_EXP_FEE_SVC_ACC_TOT,Fees for Services - Accounting - Total Expense,PC,F990-PC-PART-09-LINE-11C-COL-A,2012-2022,PC-501CE,numeric;integer
F9_09_EXP_FEE_SVC_FUNDR_TOT,Fees for Professional Fundraising Services - Total Expense,PC,F990-PC-PART-09-LINE-11E-COL-A,2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_09_EXP_FEE_SVC_INVEST_TOT,Investment Management Fees - Total Expense,PC,F990-PC-PART-09-LINE-11F-COL-A,2012-2022,PC-501CE,integer;numeric
F9_09_EXP_FEE_SVC_LEGAL_TOT,Fees for Services - Legal - Total Expense,PC,F990-PC-PART-09-LINE-11B-COL-A,2012-2022,PC-501CE,numeric
F9_09_EXP_FEE_SVC_LOB_TOT,Fees for Services - Lobbying - Total Expense,PC,F990-PC-PART-09-LINE-11D-COL-A,2012-2022,PC-501CE,numeric;integer
F9_09_EXP_FEE_SVC_MGMT_TOT,Fees for Services - Management - Total Expense,PC,F990-PC-PART-09-LINE-11A-COL-A,2012-2022,PC-501CE,numeric
F9_09_EXP_FEE_SVC_OTH_TOT,Fees for Services - Other - Total Expense,PC,F990-PC-PART-09-LINE-11G-COL-A,2012-2022,PC-501CE,numeric;integer
F9_09_EXP_GRANT_FRGN_TOT,total Grants to Foreign Orgs and Governments - Total Expense,PC,F990-PC-PART-09-LINE-03-COL-A,2012-2022,PC-501CE,numeric
F9_09_EXP_GRANT_US_INDIV_TOT,Grants To Domestic Individuals - Total,PC,F990-PC-PART-09-LINE-02-COL-A,2012-2022,PC-501CE,numeric;integer
F9_09_EXP_GRANT_US_ORG_TOT,Grants To Domestic Orgs - Total,PZ,F990-PC-PART-09-LINE-01-COL-A,2012-2022,PC-501CE,numeric
F9_09_EXP_INFO_TECH_TOT,Information Technology - Total,PC,F990-PC-PART-09-LINE-14-COL-A,2012-2022,PC-501CE,integer;numeric
F9_09_EXP_INSURANCE_TOT,Insurance - Total,PC,F990-PC-PART-09-LINE-23-COL-A,2012-2022,PC-501CE,integer;numeric
F9_09_EXP_INT_TOT,Interest - Total,PC,F990-PC-PART-09-LINE-20-COL-A,2012-2022,PC-501CE,numeric;integer
F9_09_EXP_OCCUPANCY_TOT,Occupancy; rent; utilities; and maintenance,PZ,"F990-EZ-PART-01-LINE-14;
F990-PC-PART-09-LINE-16-COL-A",2012-2022,PC-501CE,numeric
F9_09_EXP_OFFICE_TOT,Office Expenses - Total,PZ,F990-PC-PART-09-LINE-13-COL-A,2012-2022,PC-501CE,integer;numeric
F9_09_EXP_OTH_EMPL_BEN_TOT,Other Employee Benefits - Total,PC,F990-PC-PART-09-LINE-09-COL-A,2012-2022,PC-501CE,integer;integer64
F9_09_EXP_OTH_OTH_TOT,Other expenses - total expense,PC,F990-PC-PART-09-LINE-24E-COL-A,2020-2022,PC-501CE,integer
F9_09_EXP_OTH_SAL_WAGE_TOT,Other Salaries And Wages - Total,PC,F990-PC-PART-09-LINE-07-COL-A,2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_09_EXP_OTH_TOT,Other Expenses - Total,PC,F990-PC-PART-09-LINE-24-ABCD-COL-A,2012-2022,PC-501CE,integer64;integer;numeric
F9_09_EXP_PAYROLL_TAX_TOT,Payroll Taxes - Total,PC,F990-PC-PART-09-LINE-10-COL-A,2012-2013; 2020-2022,PC-501CE,integer
F9_09_EXP_PAY_AFFIL_TOT,Payments To Affiliates - Total,PC,F990-PC-PART-09-LINE-21-COL-A,2012-2022,PC-501CE,numeric
F9_09_EXP_PENSION_CONTR_TOT,Pension Plan Contributions - Total,PC,F990-PC-PART-09-LINE-08-COL-A,2012-2022,PC-501CE,numeric;integer
F9_09_EXP_ROY_TOT,Royalties - Total,PC,F990-PC-PART-09-LINE-15-COL-A,2012-2022,PC-501CE,numeric;integer
F9_09_EXP_TOT_TOT,Total Functional Expenses - Total,PC,F990-PC-PART-09-LINE-25-COL-A,2012-2013; 2020-2022,PC-501CE,integer64;numeric;integer
F9_09_EXP_TRAVEL_ENTMT_TOT,Travel Entrtnmnt Public Officials - Total,PC,F990-PC-PART-09-LINE-18-COL-A,2012-2022,PC-501CE,integer
F9_09_EXP_TRAVEL_TOT,Travel - Total,PC,F990-PC-PART-09-LINE-17-COL-A,2012-2022,PC-501CE,integer
F9_10_ASSET_ACC_NET_EOY,"Net accounts receivable, end of year",PC,F990-PC-PART-10-LINE-04-EOY,2012-2022,PC-501CE,numeric
F9_10_ASSET_CASH_EOY,"Cash, non-interest-bearing, end of year",PZ,F990-PC-PART-10-LINE-01-EOY,2012-2022,PC-501CE,numeric;integer
F9_10_ASSET_EXP_PREPAID_EOY,Ending of year,PC,F990-PC-PART-10-LINE-09-EOY,2012-2022,PC-501CE,numeric;integer
F9_10_ASSET_INTANGIBLE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-14-EOY,2012-2022,PC-501CE,numeric
F9_10_ASSET_INVEST_PROG_RLTD_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-13-EOY,2012-2022,PC-501CE,integer64;numeric
F9_10_ASSET_INVEST_SEC_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-11-EOY,2012-2022,PC-501CE,integer64;numeric
F9_10_ASSET_INVEST_SEC_OTH_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-12-EOY,2012-2022,PC-501CE,integer64;numeric
F9_10_ASSET_INV_SALE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-08-EOY,2012-2022,PC-501CE,numeric;integer
F9_10_ASSET_LAND_BLDG_DEPREC,Less: accumulated depreciation,PC,F990-PC-PART-10-LINE-10B,2020-2022,PC-501CE,numeric
F9_10_ASSET_LAND_BLDG_NET_EOY,Net value including lands; buildings; and equipment; end of year,PZ,"F990-EZ-PART-02-LINE-23-EOY;
F990-PC-PART-10-LINE-10C-EOY",2012-2019,PC-501CE,integer64
F9_10_ASSET_LOAN_DSQ_PERS_EOY,Ending of year,PC,F990-PC-PART-10-LINE-06-EOY,2012-2022,PC-501CE,numeric;integer
F9_10_ASSET_LOAN_OFF_EOY,Ending of year,PC,F990-PC-PART-10-LINE-05-EOY,2012-2022,PC-501CE,numeric;integer
F9_10_ASSET_NOTE_LOAN_NET_EOY,Ending of year,PC,F990-PC-PART-10-LINE-07-EOY,2012-2022,PC-501CE,integer64;numeric
F9_10_ASSET_OTH_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-15-EOY,2012-2022,PC-501CE,integer64;integer;numeric
F9_10_ASSET_PLEDGE_NET_EOY,Ending of year,PC,F990-PC-PART-10-LINE-03-EOY,2012-2022,PC-501CE,numeric;integer
F9_10_ASSET_SAVING_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-02-EOY,2012-2022,PC-501CE,integer64;numeric
F9_10_ASSET_TOT_BOY,"Total assets, beginning of year",PZ,"F990-EZ-PART-02-LINE-25-BOY;
F990-PC-PART-10-LINE-16-BOY",2012-2013,PC-501CE,integer64
F9_10_ASSET_TOT_EOY,"Total assets, end of year",PZ,"F990-EZ-PART-02-LINE-25-EOY;
F990-PC-PART-10-LINE-16-EOY",2012-2013; 2020-2022,PC-501CE,integer64;numeric
F9_10_LIAB_ACC_PAYABLE_EOY,"Accounts payable and accrued expenses, end of year",PC,F990-PC-PART-10-LINE-17-EOY,2012-2022,PC-501CE,integer64;integer;numeric
F9_10_LIAB_ESCROW_ACC_EOY,"Escrow or custodial account liability, end of year",PC,F990-PC-PART-10-LINE-21-EOY,2012-2022,PC-501CE,numeric;integer
F9_10_LIAB_GRANT_PAYABLE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-18-EOY,2012-2022,PC-501CE,numeric
F9_10_LIAB_LOAN_OFF_EOY,Ending of year,PC,F990-PC-PART-10-LINE-22-EOY,2012-2022,PC-501CE,numeric
F9_10_LIAB_MTG_NOTE_BOY,Beginnning of year,PC,F990-PC-PART-10-LINE-23-BOY,2012-2013,PC-501CE,integer64
F9_10_LIAB_MTG_NOTE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-23-EOY,2012-2013; 2020-2022,PC-501CE,integer64;numeric
F9_10_LIAB_NOTE_UNSEC_EOY,Ending of year,PC,F990-PC-PART-10-LINE-24-EOY,2012-2022,PC-501CE,integer64;integer;numeric
F9_10_LIAB_OTH_EOY,Ending of year,PC,F990-PC-PART-10-LINE-25-EOY,2012-2022,PC-501CE,integer64;numeric
F9_10_LIAB_REV_DEFERRED_EOY,"Deferred revenue, end of year",PC,F990-PC-PART-10-LINE-19-EOY,2012-2022,PC-501CE,numeric
F9_10_LIAB_TAX_EXEMPT_BOND_BOY,Beginnning of year,PC,F990-PC-PART-10-LINE-20-BOY,2012-2013,PC-501CE,integer
F9_10_LIAB_TAX_EXEMPT_BOND_EOY,Ending of year,PC,F990-PC-PART-10-LINE-20-EOY,2012-2013; 2020-2022,PC-501CE,integer;numeric
F9_10_LIAB_TOT_BOY,"Total liabilities, beginning of year",PZ,"F990-EZ-PART-02-LINE-26-BOY;
F990-PC-PART-10-LINE-26-BOY",2012-2013,PC-501CE,integer64
F9_10_LIAB_TOT_EOY,"Total liabilities, end of year",PZ,"F990-EZ-PART-02-LINE-26-EOY;
F990-PC-PART-10-LINE-26-EOY",2012-2013; 2020-2022,PC-501CE,integer64;numeric
F9_10_NAFB_CAP_STCK_EOY,"Capital stock or trust principal, or current funds, end of year",PC,F990-PC-PART-10-LINE-30-EOY,2012-2022,PC-501CE,integer64;integer;numeric
F9_10_NAFB_CAP_SURPLUS_EOY,Ending of year,PC,F990-PC-PART-10-LINE-31-EOY,2012-2022,PC-501CE,integer64;integer;numeric
F9_10_NAFB_EARNING_RETAINED_BOY,Beginnning of year,PC,F990-PC-PART-10-LINE-32-BOY,2012-2013,PC-501CE,integer64
F9_10_NAFB_EARNING_RETAINED_EOY,Ending of year,PC,F990-PC-PART-10-LINE-32-EOY,2012-2013; 2020-2022,PC-501CE,integer64;numeric;integer
F9_10_NAFB_RESTRICT_PERM_EOY,Ending of year,PC,F990-PC-PART-10-LINE-29-EOY,2012-2022,PC-501CE,numeric;integer
F9_10_NAFB_RESTRICT_TEMP_EOY,Ending of year,PC,F990-PC-PART-10-LINE-28-EOY,2012-2022,PC-501CE,integer64;integer;numeric
F9_10_NAFB_TOT_BOY,"Net assets or fund balances, beginning of year",PZ,"F990-EZ-PART-02-LINE-27-BOY;
F990-PC-PART-10-LINE-33-BOY",2012-2013,PC-501CE,integer64
F9_10_NAFB_TOT_EOY,"Net assets or fund balances, end of year",PZ,"F990-EZ-PART-02-LINE-27-EOY;
F990-PC-PART-10-LINE-33-EOY",2012-2013; 2020-2022,PC-501CE,integer64;numeric
F9_10_NAFB_TOT_LIAB_NAFB_EOY,Ending of year,PC,F990-PC-PART-10-LINE-34-EOY,2012-2022,PC-501CE,integer64;numeric
F9_10_NAFB_UNRESTRICT_EOY,Ending of year,PC,F990-PC-PART-10-LINE-27-EOY,2012-2022,PC-501CE,integer;integer64;numeric
GEO_ZIP5,5-digit Zip Code,NA,NA,2012-2019,PC-501CE,integer
MISSION_NTEE,NTEE Codes,NA,NA,2012-2019,PC-501CE,character
RTRN_ID,Unique ID,NA,NA,,PC-501CE,
SA_01_PCSTAT_ORG_AMT_SUPPORT,Amount of support,PZ,SCHED-A-PART-01-LINE-12G-COL-v,2020-2022,PC-501CE,numeric;integer
SA_01_PCSTAT_ORG_AMT_SUPPORT_TOT,Sum of amounts of support,PZ,SCHED-A-PART-01-LINE-12G-COL-v-TOT,2012-2019,PC-501CE,integer
